UTMX,UTMY,Segment,Sdepth,volume_m,DO,Wtemp,uniqueID,Sdepthm,habitat,color,keep,milesX,milesY
301500,4256000,POTOH,0,250000,8.57,73.78,301500 4256000,0,Suitable,dodgerblue,YES,187.3433565,36.039518
301500,4256500,POTOH,0,250000,8.54,73.81,301500 4256500,0,Suitable,dodgerblue,YES,187.3433565,36.3502035000001
301500,4256500,POTOH,4.92126,250000,8.45,73.59,301500 4256500,1.5,Suitable,dodgerblue,YES,187.3433565,36.3502035000001
301500,4256500,POTOH,3.28084,250000,8.48,73.69,301500 4256500,1,Suitable,dodgerblue,YES,187.3433565,36.3502035000001
301500,4256500,POTOH,1.64042,250000,8.52,73.76,301500 4256500,0.5,Suitable,dodgerblue,YES,187.3433565,36.3502035000001
301500,4256500,POTOH,6.56168,250000,8.42,73.56,301500 4256500,2,Suitable,dodgerblue,YES,187.3433565,36.3502035000001
301500,4257000,POTOH,4.92126,250000,8.43,73.58,301500 4257000,1.5,Suitable,dodgerblue,YES,187.3433565,36.6608890000002
301500,4257000,POTOH,6.56168,250000,8.39,73.55,301500 4257000,2,Suitable,dodgerblue,YES,187.3433565,36.6608890000002
301500,4257000,POTOH,0,250000,8.53,73.84,301500 4257000,0,Suitable,dodgerblue,YES,187.3433565,36.6608890000002
301500,4257000,POTOH,3.28084,250000,8.46,73.69,301500 4257000,1,Suitable,dodgerblue,YES,187.3433565,36.6608890000002
301500,4257000,POTOH,1.64042,250000,8.5,73.77,301500 4257000,0.5,Suitable,dodgerblue,YES,187.3433565,36.6608890000002
301500,4257000,POTOH,8.2021,250000,7.77,72.77,301500 4257000,2.5,Suitable,dodgerblue,YES,187.3433565,36.6608890000002
301500,4257500,POTOH,3.28084,250000,8.44,73.69,301500 4257500,1,Suitable,dodgerblue,YES,187.3433565,36.9715745000003
301500,4257500,POTOH,0,250000,8.52,73.88,301500 4257500,0,Suitable,dodgerblue,YES,187.3433565,36.9715745000003
301500,4257500,POTOH,6.56168,250000,8.37,73.54,301500 4257500,2,Suitable,dodgerblue,YES,187.3433565,36.9715745000003
301500,4257500,POTOH,8.2021,250000,7.85,72.75,301500 4257500,2.5,Suitable,dodgerblue,YES,187.3433565,36.9715745000003
301500,4257500,POTOH,4.92126,250000,8.41,73.58,301500 4257500,1.5,Suitable,dodgerblue,YES,187.3433565,36.9715745000003
301500,4257500,POTOH,1.64042,250000,8.49,73.79,301500 4257500,0.5,Suitable,dodgerblue,YES,187.3433565,36.9715745000003
301500,4258000,POTOH,1.64042,250000,8.48,73.81,301500 4258000,0.5,Suitable,dodgerblue,YES,187.3433565,37.2822600000004
301500,4258000,POTOH,6.56168,250000,8.36,73.53,301500 4258000,2,Suitable,dodgerblue,YES,187.3433565,37.2822600000004
301500,4258000,POTOH,0,250000,8.51,73.91,301500 4258000,0,Suitable,dodgerblue,YES,187.3433565,37.2822600000004
301500,4258000,POTOH,3.28084,250000,8.44,73.69,301500 4258000,1,Suitable,dodgerblue,YES,187.3433565,37.2822600000004
301500,4258000,POTOH,4.92126,250000,8.39,73.58,301500 4258000,1.5,Suitable,dodgerblue,YES,187.3433565,37.2822600000004
301500,4258000,POTOH,8.2021,250000,7.93,72.74,301500 4258000,2.5,Suitable,dodgerblue,YES,187.3433565,37.2822600000004
301500,4258500,POTOH,9.84252,250000,8.01,72.72,301500 4258500,3,Suitable,dodgerblue,YES,187.3433565,37.5929455
301500,4258500,POTOH,6.56168,250000,8.35,73.52,301500 4258500,2,Suitable,dodgerblue,YES,187.3433565,37.5929455
301500,4258500,POTOH,3.28084,250000,8.43,73.69,301500 4258500,1,Suitable,dodgerblue,YES,187.3433565,37.5929455
301500,4258500,POTOH,1.64042,250000,8.48,73.83,301500 4258500,0.5,Suitable,dodgerblue,YES,187.3433565,37.5929455
301500,4258500,POTOH,0,250000,8.52,73.95,301500 4258500,0,Suitable,dodgerblue,YES,187.3433565,37.5929455
301500,4258500,POTOH,8.2021,250000,8.01,72.72,301500 4258500,2.5,Suitable,dodgerblue,YES,187.3433565,37.5929455
301500,4258500,POTOH,4.92126,250000,8.39,73.58,301500 4258500,1.5,Suitable,dodgerblue,YES,187.3433565,37.5929455
301500,4259000,POTOH,6.56168,250000,8.35,73.5,301500 4259000,2,Suitable,dodgerblue,YES,187.3433565,37.9036310000001
301500,4259000,POTOH,4.92126,250000,8.39,73.57,301500 4259000,1.5,Suitable,dodgerblue,YES,187.3433565,37.9036310000001
301500,4259000,POTOH,9.84252,250000,8.09,72.71,301500 4259000,3,Suitable,dodgerblue,YES,187.3433565,37.9036310000001
301500,4259000,POTOH,0,250000,8.53,73.98,301500 4259000,0,Suitable,dodgerblue,YES,187.3433565,37.9036310000001
301500,4259000,POTOH,3.28084,250000,8.44,73.68,301500 4259000,1,Suitable,dodgerblue,YES,187.3433565,37.9036310000001
301500,4259000,POTOH,8.2021,250000,8.09,72.71,301500 4259000,2.5,Suitable,dodgerblue,YES,187.3433565,37.9036310000001
301500,4259000,POTOH,1.64042,250000,8.49,73.84,301500 4259000,0.5,Suitable,dodgerblue,YES,187.3433565,37.9036310000001
301500,4259500,POTOH,1.64042,250000,8.5,73.85,301500 4259500,0.5,Suitable,dodgerblue,YES,187.3433565,38.2143165000002
301500,4259500,POTOH,6.56168,250000,8.36,73.48,301500 4259500,2,Suitable,dodgerblue,YES,187.3433565,38.2143165000002
301500,4259500,POTOH,4.92126,250000,8.4,73.56,301500 4259500,1.5,Suitable,dodgerblue,YES,187.3433565,38.2143165000002
301500,4259500,POTOH,3.28084,250000,8.45,73.67,301500 4259500,1,Suitable,dodgerblue,YES,187.3433565,38.2143165000002
301500,4259500,POTOH,9.84252,250000,8.16,72.7,301500 4259500,3,Suitable,dodgerblue,YES,187.3433565,38.2143165000002
301500,4259500,POTOH,8.2021,250000,8.16,72.7,301500 4259500,2.5,Suitable,dodgerblue,YES,187.3433565,38.2143165000002
301500,4259500,POTOH,11.48294,250000,8.16,72.63,301500 4259500,3.5,Suitable,dodgerblue,YES,187.3433565,38.2143165000002
301500,4259500,POTOH,0,250000,8.55,74,301500 4259500,0,Suitable,dodgerblue,YES,187.3433565,38.2143165000002
301500,4260000,POTOH,1.64042,250000,8.52,73.86,301500 4260000,0.5,Suitable,dodgerblue,YES,187.3433565,38.5250020000003
301500,4260000,POTOH,0,250000,8.57,74.02,301500 4260000,0,Suitable,dodgerblue,YES,187.3433565,38.5250020000003
301500,4260000,POTOH,4.92126,250000,8.41,73.54,301500 4260000,1.5,Suitable,dodgerblue,YES,187.3433565,38.5250020000003
301500,4260000,POTOH,8.2021,250000,8.23,72.68,301500 4260000,2.5,Suitable,dodgerblue,YES,187.3433565,38.5250020000003
301500,4260000,POTOH,3.28084,250000,8.46,73.66,301500 4260000,1,Suitable,dodgerblue,YES,187.3433565,38.5250020000003
301500,4260000,POTOH,6.56168,250000,8.37,73.46,301500 4260000,2,Suitable,dodgerblue,YES,187.3433565,38.5250020000003
301500,4260000,POTOH,9.84252,250000,8.23,72.68,301500 4260000,3,Suitable,dodgerblue,YES,187.3433565,38.5250020000003
301500,4260000,POTOH,11.48294,250000,8.23,72.61,301500 4260000,3.5,Suitable,dodgerblue,YES,187.3433565,38.5250020000003
301500,4260500,POTOH,3.28084,250000,8.49,73.63,301500 4260500,1,Suitable,dodgerblue,YES,187.3433565,38.8356875000004
301500,4260500,POTOH,11.48294,250000,8.29,72.6,301500 4260500,3.5,Suitable,dodgerblue,YES,187.3433565,38.8356875000004
301500,4260500,POTOH,4.92126,250000,8.43,73.52,301500 4260500,1.5,Suitable,dodgerblue,YES,187.3433565,38.8356875000004
301500,4260500,POTOH,8.2021,250000,8.29,72.67,301500 4260500,2.5,Suitable,dodgerblue,YES,187.3433565,38.8356875000004
301500,4260500,POTOH,9.84252,250000,8.29,72.67,301500 4260500,3,Suitable,dodgerblue,YES,187.3433565,38.8356875000004
301500,4260500,POTOH,0,250000,8.6,74.03,301500 4260500,0,Suitable,dodgerblue,YES,187.3433565,38.8356875000004
301500,4260500,POTOH,1.64042,250000,8.55,73.85,301500 4260500,0.5,Suitable,dodgerblue,YES,187.3433565,38.8356875000004
301500,4260500,POTOH,6.56168,250000,8.38,73.43,301500 4260500,2,Suitable,dodgerblue,YES,187.3433565,38.8356875000004
301500,4261000,POTOH,3.28084,250000,8.51,73.61,301500 4261000,1,Suitable,dodgerblue,YES,187.3433565,39.146373
301500,4261000,POTOH,1.64042,250000,8.58,73.84,301500 4261000,0.5,Suitable,dodgerblue,YES,187.3433565,39.146373
301500,4261000,POTOH,0,250000,8.63,74.03,301500 4261000,0,Suitable,dodgerblue,YES,187.3433565,39.146373
301500,4261000,POTOH,9.84252,250000,8.35,72.66,301500 4261000,3,Suitable,dodgerblue,YES,187.3433565,39.146373
301500,4261000,POTOH,4.92126,250000,8.45,73.5,301500 4261000,1.5,Suitable,dodgerblue,YES,187.3433565,39.146373
301500,4261000,POTOH,13.12336,250000,7.15,72.87,301500 4261000,4,Suitable,dodgerblue,YES,187.3433565,39.146373
301500,4261000,POTOH,11.48294,250000,8.35,72.58,301500 4261000,3.5,Suitable,dodgerblue,YES,187.3433565,39.146373
301500,4261000,POTOH,8.2021,250000,8.35,72.66,301500 4261000,2.5,Suitable,dodgerblue,YES,187.3433565,39.146373
301500,4261000,POTOH,6.56168,250000,8.41,73.39,301500 4261000,2,Suitable,dodgerblue,YES,187.3433565,39.146373
301500,4261500,POTOH,1.64042,250000,8.61,73.81,301500 4261500,0.5,Suitable,dodgerblue,YES,187.3433565,39.4570585000001
301500,4261500,POTOH,3.28084,250000,8.54,73.57,301500 4261500,1,Suitable,dodgerblue,YES,187.3433565,39.4570585000001
301500,4261500,POTOH,0,250000,8.66,74.02,301500 4261500,0,Suitable,dodgerblue,YES,187.3433565,39.4570585000001
301500,4261500,POTOH,13.12336,250000,7.19,72.86,301500 4261500,4,Suitable,dodgerblue,YES,187.3433565,39.4570585000001
301500,4261500,POTOH,4.92126,250000,8.48,73.46,301500 4261500,1.5,Suitable,dodgerblue,YES,187.3433565,39.4570585000001
301500,4261500,POTOH,11.48294,250000,8.4,72.57,301500 4261500,3.5,Suitable,dodgerblue,YES,187.3433565,39.4570585000001
301500,4261500,POTOH,14.76378,250000,7.19,72.86,301500 4261500,4.5,Suitable,dodgerblue,YES,187.3433565,39.4570585000001
301500,4261500,POTOH,9.84252,250000,8.4,72.65,301500 4261500,3,Suitable,dodgerblue,YES,187.3433565,39.4570585000001
301500,4261500,POTOH,6.56168,250000,8.43,73.34,301500 4261500,2,Suitable,dodgerblue,YES,187.3433565,39.4570585000001
301500,4261500,POTOH,8.2021,250000,8.4,72.65,301500 4261500,2.5,Suitable,dodgerblue,YES,187.3433565,39.4570585000001
301500,4262000,POTOH,9.84252,250000,8.45,72.64,301500 4262000,3,Suitable,dodgerblue,YES,187.3433565,39.7677440000002
301500,4262000,POTOH,6.56168,250000,8.46,73.29,301500 4262000,2,Suitable,dodgerblue,YES,187.3433565,39.7677440000002
301500,4262000,POTOH,8.2021,250000,8.45,72.64,301500 4262000,2.5,Suitable,dodgerblue,YES,187.3433565,39.7677440000002
301500,4262000,POTOH,13.12336,250000,7.23,72.85,301500 4262000,4,Suitable,dodgerblue,YES,187.3433565,39.7677440000002
301500,4262000,POTOH,11.48294,250000,8.45,72.56,301500 4262000,3.5,Suitable,dodgerblue,YES,187.3433565,39.7677440000002
301500,4262000,POTOH,4.92126,250000,8.51,73.42,301500 4262000,1.5,Suitable,dodgerblue,YES,187.3433565,39.7677440000002
301500,4262000,POTOH,3.28084,250000,8.58,73.53,301500 4262000,1,Suitable,dodgerblue,YES,187.3433565,39.7677440000002
301500,4262000,POTOH,0,250000,8.7,74,301500 4262000,0,Suitable,dodgerblue,YES,187.3433565,39.7677440000002
301500,4262000,POTOH,1.64042,250000,8.65,73.78,301500 4262000,0.5,Suitable,dodgerblue,YES,187.3433565,39.7677440000002
301500,4262500,POTOH,6.56168,250000,8.57,73.22,301500 4262500,2,Suitable,dodgerblue,YES,187.3433565,40.0784295000003
301500,4262500,POTOH,4.92126,250000,8.62,73.35,301500 4262500,1.5,Suitable,dodgerblue,YES,187.3433565,40.0784295000003
301500,4262500,POTOH,1.64042,250000,8.76,73.75,301500 4262500,0.5,Suitable,dodgerblue,YES,187.3433565,40.0784295000003
301500,4262500,POTOH,9.84252,250000,8.5,72.63,301500 4262500,3,Suitable,dodgerblue,YES,187.3433565,40.0784295000003
301500,4262500,POTOH,13.12336,250000,7.27,72.85,301500 4262500,4,Suitable,dodgerblue,YES,187.3433565,40.0784295000003
301500,4262500,POTOH,11.48294,250000,8.5,72.55,301500 4262500,3.5,Suitable,dodgerblue,YES,187.3433565,40.0784295000003
301500,4262500,POTOH,3.28084,250000,8.69,73.46,301500 4262500,1,Suitable,dodgerblue,YES,187.3433565,40.0784295000003
301500,4262500,POTOH,0,250000,8.82,74.01,301500 4262500,0,Suitable,dodgerblue,YES,187.3433565,40.0784295000003
301500,4262500,POTOH,8.2021,250000,8.5,72.63,301500 4262500,2.5,Suitable,dodgerblue,YES,187.3433565,40.0784295000003
301500,4263000,POTOH,6.56168,250000,8.58,73.16,301500 4263000,2,Suitable,dodgerblue,YES,187.3433565,40.3891150000004
301500,4263000,POTOH,1.64042,250000,8.78,73.69,301500 4263000,0.5,Suitable,dodgerblue,YES,187.3433565,40.3891150000004
301500,4263000,POTOH,3.28084,250000,8.71,73.41,301500 4263000,1,Suitable,dodgerblue,YES,187.3433565,40.3891150000004
301500,4263000,POTOH,4.92126,250000,8.64,73.3,301500 4263000,1.5,Suitable,dodgerblue,YES,187.3433565,40.3891150000004
301500,4263000,POTOH,11.48294,250000,8.54,72.54,301500 4263000,3.5,Suitable,dodgerblue,YES,187.3433565,40.3891150000004
301500,4263000,POTOH,8.2021,250000,8.54,72.63,301500 4263000,2.5,Suitable,dodgerblue,YES,187.3433565,40.3891150000004
301500,4263000,POTOH,9.84252,250000,8.54,72.63,301500 4263000,3,Suitable,dodgerblue,YES,187.3433565,40.3891150000004
301500,4263000,POTOH,0,250000,8.84,73.96,301500 4263000,0,Suitable,dodgerblue,YES,187.3433565,40.3891150000004
301500,4263500,POTOH,0,250000,8.86,73.89,301500 4263500,0,Suitable,dodgerblue,YES,187.3433565,40.6998005
301500,4263500,POTOH,11.48294,250000,8.57,72.53,301500 4263500,3.5,Suitable,dodgerblue,YES,187.3433565,40.6998005
301500,4263500,POTOH,9.84252,250000,8.57,72.62,301500 4263500,3,Suitable,dodgerblue,YES,187.3433565,40.6998005
301500,4263500,POTOH,3.28084,250000,8.73,73.35,301500 4263500,1,Suitable,dodgerblue,YES,187.3433565,40.6998005
301500,4263500,POTOH,1.64042,250000,8.8,73.63,301500 4263500,0.5,Suitable,dodgerblue,YES,187.3433565,40.6998005
301500,4263500,POTOH,8.2021,250000,8.57,72.62,301500 4263500,2.5,Suitable,dodgerblue,YES,187.3433565,40.6998005
301500,4263500,POTOH,6.56168,250000,8.6,73.09,301500 4263500,2,Suitable,dodgerblue,YES,187.3433565,40.6998005
301500,4263500,POTOH,4.92126,250000,8.66,73.25,301500 4263500,1.5,Suitable,dodgerblue,YES,187.3433565,40.6998005
301500,4264000,POTOH,0,250000,8.88,73.82,301500 4264000,0,Suitable,dodgerblue,YES,187.3433565,41.0104860000001
301500,4264000,POTOH,8.2021,250000,8.6,72.62,301500 4264000,2.5,Suitable,dodgerblue,YES,187.3433565,41.0104860000001
301500,4264000,POTOH,3.28084,250000,8.75,73.29,301500 4264000,1,Suitable,dodgerblue,YES,187.3433565,41.0104860000001
301500,4264000,POTOH,6.56168,250000,8.61,73.03,301500 4264000,2,Suitable,dodgerblue,YES,187.3433565,41.0104860000001
301500,4264000,POTOH,4.92126,250000,8.68,73.19,301500 4264000,1.5,Suitable,dodgerblue,YES,187.3433565,41.0104860000001
301500,4264000,POTOH,9.84252,250000,8.6,72.62,301500 4264000,3,Suitable,dodgerblue,YES,187.3433565,41.0104860000001
301500,4264000,POTOH,1.64042,250000,8.82,73.56,301500 4264000,0.5,Suitable,dodgerblue,YES,187.3433565,41.0104860000001
301500,4264500,POTOH,3.28084,250000,8.77,73.24,301500 4264500,1,Suitable,dodgerblue,YES,187.3433565,41.3211715000002
301500,4264500,POTOH,8.2021,250000,8.63,72.61,301500 4264500,2.5,Suitable,dodgerblue,YES,187.3433565,41.3211715000002
301500,4264500,POTOH,1.64042,250000,8.84,73.5,301500 4264500,0.5,Suitable,dodgerblue,YES,187.3433565,41.3211715000002
301500,4264500,POTOH,4.92126,250000,8.7,73.13,301500 4264500,1.5,Suitable,dodgerblue,YES,187.3433565,41.3211715000002
301500,4264500,POTOH,9.84252,250000,8.63,72.61,301500 4264500,3,Suitable,dodgerblue,YES,187.3433565,41.3211715000002
301500,4264500,POTOH,6.56168,250000,8.63,72.96,301500 4264500,2,Suitable,dodgerblue,YES,187.3433565,41.3211715000002
301500,4264500,POTOH,0,250000,8.9,73.74,301500 4264500,0,Suitable,dodgerblue,YES,187.3433565,41.3211715000002
301500,4265000,POTOH,11.48294,250000,8.65,72.51,301500 4265000,3.5,Suitable,dodgerblue,YES,187.3433565,41.6318570000003
301500,4265000,POTOH,4.92126,250000,8.72,73.08,301500 4265000,1.5,Suitable,dodgerblue,YES,187.3433565,41.6318570000003
301500,4265000,POTOH,0,250000,8.92,73.66,301500 4265000,0,Suitable,dodgerblue,YES,187.3433565,41.6318570000003
301500,4265000,POTOH,6.56168,250000,8.65,72.9,301500 4265000,2,Suitable,dodgerblue,YES,187.3433565,41.6318570000003
301500,4265000,POTOH,3.28084,250000,8.79,73.18,301500 4265000,1,Suitable,dodgerblue,YES,187.3433565,41.6318570000003
301500,4265000,POTOH,8.2021,250000,8.65,72.61,301500 4265000,2.5,Suitable,dodgerblue,YES,187.3433565,41.6318570000003
301500,4265000,POTOH,9.84252,250000,8.65,72.61,301500 4265000,3,Suitable,dodgerblue,YES,187.3433565,41.6318570000003
301500,4265000,POTOH,1.64042,250000,8.86,73.43,301500 4265000,0.5,Suitable,dodgerblue,YES,187.3433565,41.6318570000003
302000,4253000,POTOH,9.84252,250000,7,72.84,302000 4253000,3,Suitable,dodgerblue,YES,187.654042,34.1754050000004
302000,4253000,POTOH,11.48294,250000,6.95,72.78,302000 4253000,3.5,Suitable,dodgerblue,YES,187.654042,34.1754050000004
302000,4253000,POTOH,0,250000,8.69,73.7,302000 4253000,0,Suitable,dodgerblue,YES,187.654042,34.1754050000004
302000,4253000,POTOH,3.28084,250000,8.65,73.7,302000 4253000,1,Suitable,dodgerblue,YES,187.654042,34.1754050000004
302000,4253000,POTOH,6.56168,250000,8.6,73.6,302000 4253000,2,Suitable,dodgerblue,YES,187.654042,34.1754050000004
302000,4253000,POTOH,8.2021,250000,7.04,72.86,302000 4253000,2.5,Suitable,dodgerblue,YES,187.654042,34.1754050000004
302000,4253000,POTOH,4.92126,250000,8.63,73.6,302000 4253000,1.5,Suitable,dodgerblue,YES,187.654042,34.1754050000004
302000,4253000,POTOH,1.64042,250000,8.68,73.7,302000 4253000,0.5,Suitable,dodgerblue,YES,187.654042,34.1754050000004
302000,4253500,POTOH,11.48294,250000,7.01,72.76,302000 4253500,3.5,Suitable,dodgerblue,YES,187.654042,34.4860905000001
302000,4253500,POTOH,1.64042,250000,8.67,73.7,302000 4253500,0.5,Suitable,dodgerblue,YES,187.654042,34.4860905000001
302000,4253500,POTOH,4.92126,250000,8.62,73.6,302000 4253500,1.5,Suitable,dodgerblue,YES,187.654042,34.4860905000001
302000,4253500,POTOH,0,250000,8.69,73.7,302000 4253500,0,Suitable,dodgerblue,YES,187.654042,34.4860905000001
302000,4253500,POTOH,8.2021,250000,7.1,72.85,302000 4253500,2.5,Suitable,dodgerblue,YES,187.654042,34.4860905000001
302000,4253500,POTOH,6.56168,250000,8.59,73.6,302000 4253500,2,Suitable,dodgerblue,YES,187.654042,34.4860905000001
302000,4253500,POTOH,3.28084,250000,8.64,73.7,302000 4253500,1,Suitable,dodgerblue,YES,187.654042,34.4860905000001
302000,4253500,POTOH,9.84252,250000,7.06,72.83,302000 4253500,3,Suitable,dodgerblue,YES,187.654042,34.4860905000001
302000,4254000,POTOH,0,250000,8.67,73.71,302000 4254000,0,Suitable,dodgerblue,YES,187.654042,34.7967760000001
302000,4254000,POTOH,9.84252,250000,7.13,72.81,302000 4254000,3,Suitable,dodgerblue,YES,187.654042,34.7967760000001
302000,4254000,POTOH,1.64042,250000,8.65,73.7,302000 4254000,0.5,Suitable,dodgerblue,YES,187.654042,34.7967760000001
302000,4254000,POTOH,11.48294,250000,7.08,72.75,302000 4254000,3.5,Suitable,dodgerblue,YES,187.654042,34.7967760000001
302000,4254000,POTOH,4.92126,250000,8.6,73.6,302000 4254000,1.5,Suitable,dodgerblue,YES,187.654042,34.7967760000001
302000,4254000,POTOH,3.28084,250000,8.62,73.7,302000 4254000,1,Suitable,dodgerblue,YES,187.654042,34.7967760000001
302000,4254000,POTOH,6.56168,250000,8.57,73.59,302000 4254000,2,Suitable,dodgerblue,YES,187.654042,34.7967760000001
302000,4254000,POTOH,8.2021,250000,7.17,72.84,302000 4254000,2.5,Suitable,dodgerblue,YES,187.654042,34.7967760000001
302000,4255000,POTOH,0,250000,8.62,73.73,302000 4255000,0,Suitable,dodgerblue,YES,187.654042,35.4181470000003
302000,4255000,POTOH,1.64042,250000,8.59,73.72,302000 4255000,0.5,Suitable,dodgerblue,YES,187.654042,35.4181470000003
302000,4255000,POTOH,3.28084,250000,8.57,73.69,302000 4255000,1,Suitable,dodgerblue,YES,187.654042,35.4181470000003
302000,4255000,POTOH,4.92126,250000,8.54,73.59,302000 4255000,1.5,Suitable,dodgerblue,YES,187.654042,35.4181470000003
302000,4255000,POTOH,8.2021,250000,7.41,72.83,302000 4255000,2.5,Suitable,dodgerblue,YES,187.654042,35.4181470000003
302000,4255000,POTOH,6.56168,250000,8.51,73.58,302000 4255000,2,Suitable,dodgerblue,YES,187.654042,35.4181470000003
302000,4255500,POTOH,4.92126,250000,8.51,73.59,302000 4255500,1.5,Suitable,dodgerblue,YES,187.654042,35.7288325000004
302000,4255500,POTOH,6.56168,250000,8.48,73.57,302000 4255500,2,Suitable,dodgerblue,YES,187.654042,35.7288325000004
302000,4255500,POTOH,3.28084,250000,8.53,73.69,302000 4255500,1,Suitable,dodgerblue,YES,187.654042,35.7288325000004
302000,4255500,POTOH,0,250000,8.59,73.75,302000 4255500,0,Suitable,dodgerblue,YES,187.654042,35.7288325000004
302000,4255500,POTOH,8.2021,250000,7.49,72.82,302000 4255500,2.5,Suitable,dodgerblue,YES,187.654042,35.7288325000004
302000,4255500,POTOH,1.64042,250000,8.56,73.73,302000 4255500,0.5,Suitable,dodgerblue,YES,187.654042,35.7288325000004
302000,4266500,POTTF,9.84252,250000,8.69,72.6,302000 4266500,3,Suitable,dodgerblue,YES,187.654042,42.5639135000001
302000,4266500,POTTF,11.48294,250000,8.69,72.5,302000 4266500,3.5,Suitable,dodgerblue,YES,187.654042,42.5639135000001
302000,4266500,POTTF,6.56168,250000,8.7,72.73,302000 4266500,2,Suitable,dodgerblue,YES,187.654042,42.5639135000001
302000,4266500,POTTF,13.12336,250000,7.58,72.78,302000 4266500,4,Suitable,dodgerblue,YES,187.654042,42.5639135000001
302000,4266500,POTTF,8.2021,250000,8.69,72.6,302000 4266500,2.5,Suitable,dodgerblue,YES,187.654042,42.5639135000001
302000,4266500,POTTF,3.28084,250000,8.84,73.03,302000 4266500,1,Suitable,dodgerblue,YES,187.654042,42.5639135000001
302000,4266500,POTTF,1.64042,250000,8.92,73.24,302000 4266500,0.5,Suitable,dodgerblue,YES,187.654042,42.5639135000001
302000,4266500,POTTF,4.92126,250000,8.77,72.93,302000 4266500,1.5,Suitable,dodgerblue,YES,187.654042,42.5639135000001
302000,4266500,POTTF,0,250000,8.97,73.44,302000 4266500,0,Suitable,dodgerblue,YES,187.654042,42.5639135000001
302000,4267000,POTTF,0,250000,8.98,73.42,302000 4267000,0,Suitable,dodgerblue,YES,187.654042,42.8745990000002
302000,4267000,POTTF,4.92126,250000,8.77,72.91,302000 4267000,1.5,Suitable,dodgerblue,YES,187.654042,42.8745990000002
